Giocatore,Giornata,Pred_Gol_Pesata
dusan vlahovic,G24,0.18
lucas beltran,G24,0.1727
kaio jorge,G24,0.1723
amir rrahmani,G24,0.17
domenico berardi,G24,0.1686
federico chiesa,G24,0.1613
milan djuric,G24,0.1613
matteo politano,G24,0.1613
charles de ketelaere,G24,0.1577
ademola lookman,G24,0.1536
gianluca scamacca,G24,0.1528
duvan zapata,G24,0.1528
lewis ferguson,G24,0.1523
ciro immobile,G24,0.1523
victor osimhen,G24,0.15
antonio candreva,G24,0.1463
ederson,G24,0.1463
cyril ngonge,G24,0.1463
giacomo bonaventura,G24,0.1386
nicolas gonzalez,G24,0.1386
christian pulisic,G24,0.1386
federico dimarco,G24,0.1378
noah okafor,G24,0.1378
mario pasalic,G24,0.1378
giovanni fabbian,G24,0.1373
alessandro buongiorno,G24,0.125
abdou harroui,G24,0.125
thomas henry,G24,0.125
antonio sanabria,G24,0.125
valentin carboni,G24,0.125
matias vecino,G24,0.125
nikola krstovic,G24,0.1236
lorenzo lucca,G24,0.1236
lazar samardzic,G24,0.1228
remi oudin,G24,0.1223
roberto piccoli,G24,0.1223
kristian thorstvedt,G24,0.1223
theo hernandez,G24,0.1163
dany mota,G24,0.11
lorenzo de silvestri,G24,0.11
nikola vlasic,G24,0.11
walace,G24,0.11
zito luvumbo,G24,0.1086
gleison bremer,G24,0.1078
matteo guendouzi,G24,0.1078
nicolas viola,G24,0.1078
rolando mandragora,G24,0.1073
davide frattesi,G24,0.1068
felipe anderson,G24,0.1013
m'bala nzola,G24,0.1013
matteo pessina,G24,0.1013
valentin gendrey,G24,0.095
samuel iling-junior,G24,0.095
luca pellegrini,G24,0.095
giulio maggiore,G24,0.095
gaetano oristanio,G24,0.095
chaka traore,G24,0.095
federico gatti,G24,0.0936
andrea belotti,G24,0.0936
boulaye dia,G24,0.0936
luis alberto,G24,0.0936
lucas martinez quarta,G24,0.0936
roberto pereyra,G24,0.0936
adrien rabiot,G24,0.0936
nemanja radonjicc,G24,0.0936
rafael leao,G24,0.0936
giacomo raspadori,G24,0.0936
fikayo tomori,G24,0.0936
mattia zaccagni,G24,0.0936
tommaso baldanzi,G24,0.0928
danilo cataldi,G24,0.0928
matteo darmian,G24,0.0928
caleb ekuban,G24,0.0928
michael folorunsho,G24,0.0928
grigoris kastanos,G24,0.0928
agustin martegani,G24,0.0928
aleksey miranchuk,G24,0.0928
jens odgaard,G24,0.0928
uros racic,G24,0.0928
ibrahim sulemana,G24,0.0928
diego coppola,G24,0.0923
patrick dorgu,G24,0.0923
matteo gabbia,G24,0.0923
dean huijsen,G24,0.0923
alexis saelemaekers,G24,0.0923
cristian volpato,G24,0.0923
yacine adli,G24,0.0863
emil holm,G24,0.0863
sandi lovric,G24,0.0863
leandro paredes,G24,0.0863
andrea petagna,G24,0.0863
davide zappacosta,G24,0.0863
pontus almqvist,G24,0.0786
houssem aouar,G24,0.0786
lameck banda,G24,0.0786
nicolo barella,G24,0.0786
matteo cancellieri,G24,0.0786
francesco caputo,G24,0.0786
valentin castellanos,G24,0.0786
lorenzo colombo,G24,0.0786
alberto dossena,G24,0.0786
radu dragusin,G24,0.0786
denzel dumfries,G24,0.0786
stephan el shaarawy,G24,0.0786
eljif elmas,G24,0.0786
ivan ilic,G24,0.0786
ruslan malinovsky,G24,0.0786
gianluca mancini,G24,0.0786
matheus henrique,G24,0.0786
arkadiusz milik,G24,0.0786
henrikh mkhitaryan,G24,0.0786
ilario monterisi,G24,0.0786
luis muriel,G24,0.0786
leonardo pavoletti,G24,0.0786
nehuen perez,G24,0.0786
tijjani reijnders,G24,0.0786
piotr zielinski,G24,0.0786
samuele ricci,G24,0.0778
tomas suslov,G24,0.0778
ruben loftus-cheek,G24,0.075
lorenzo pellegrini,G24,0.075
francesco acerbi,G24,0.0636
marko arnautovic,G24,0.0636
sardar azmoun,G24,0.0636
jaime baez,G24,0.0636
nedim bajrami,G24,0.0636
mattia bani,G24,0.0636
cristiano biraghi,G24,0.0636
davide biraschi,G24,0.0636
yann aurel bisseck,G24,0.0636
federico bonazzoli,G24,0.0636
josip brekalo,G24,0.0636
marco brescianini,G24,0.0636
jovane cabral,G24,0.0636
luca caldirola,G24,0.0636
andrea cambiaso,G24,0.0636
walid cheddira,G24,0.0636
bryan cristante,G24,0.0636
marvin cuni,G24,0.0636
danilo,G24,0.0636
federico di francesco,G24,0.0636
giovanni di lorenzo,G24,0.0636
ondrej duda,G24,0.0636
alfred duncan,G24,0.0636
martin erlic,G24,0.0636
federico fazio,G24,0.0636
jacopo fazzini,G24,0.0636
gianluca gaetano,G24,0.0636
roberto gagliardini,G24,0.0636
emmanuel quartsin gyasi,G24,0.0636
jonathan ikone,G24,0.0636
chukwubuikem ikwuemesi,G24,0.0636
gustav isaksen,G24,0.0636
christian kabasele,G24,0.0636
daichi kamada,G24,0.0636
sead kolasinac,G24,0.0636
christian kouame,G24,0.0636
viktor kovalenko,G24,0.0636
luca ranieri,G24,0.0636
gianluca lapadula,G24,0.0636
armand lauriente,G24,0.0636
darko lazovic,G24,0.0636
pol lirola,G24,0.0636
manuel locatelli,G24,0.0636
mirko maric,G24,0.0636
junior messias,G24,0.0636
fabio miretti,G24,0.0636
nikola moro,G24,0.0636
nahitan nandez,G24,0.0636
patric,G24,0.0636
martin payero,G24,0.0636
pedro rodriguez,G24,0.0636
rasmus kristensen,G24,0.0636
hamza rafia,G24,0.0636
ylber ramadani,G24,0.0636
reinier,G24,0.0636
renato sanches,G24,0.0636
simone romagnoli,G24,0.0636
daniele rugani,G24,0.0636
nicola sansone,G24,0.0636
perr schuurs,G24,0.0636
giovanni simeone,G24,0.0636
jan-carlo simic,G24,0.0636
simy,G24,0.0636
riccardo sottil,G24,0.0636
leonardo spinazzola,G24,0.0636
gabriel strefezza,G24,0.0636
loum tchaouna,G24,0.0636
morten thorsby,G24,0.0636
kenan yildiz,G24,0.0636
gabriele zappa,G24,0.0636
oier zarraga,G24,0.0636
nadir zortea,G24,0.0636
leo ostigard,G24,0.0636
szymon zurkowski,G24,0.06
alessandro bastoni,G24,0.0486
andrea carboni,G24,0.0486
tammy abraham,G24,0.0486
alex sandro,G24,0.0486
arthur,G24,0.0486
kristjan asllani,G24,0.0486
tommaso augello,G24,0.0486
milan badelj,G24,0.0486
mitchel bakker,G24,0.0486
antonin barak,G24,0.0486
raoul bellanova,G24,0.0486
ismael bennacer,G24,0.0486
sam beukema,G24,0.0486
warren bondo,G24,0.0486
tajon buchanan,G24,0.0486
riccardo calafiori,G24,0.0486
nicolo cambiaghi,G24,0.0486
santiago castro,G24,0.0486
gaetano castrovilli,G24,0.0486
leonardo cerri,G24,0.0486
samuel chukwueze,G24,0.0486
keinan davis,G24,0.0486
stefan de vrij,G24,0.0486
gregoire defrel,G24,0.0486
alessandro deiola,G24,0.0486
oussama el azzouzi,G24,0.0486
gian marco ferrari,G24,0.0486
alessandro florenzi,G24,0.0486
morten frendrup,G24,0.0486
remo freuler,G24,0.0486
lautaro gianetti,G24,0.0486
jakub jankto,G24,0.0486
juan jesus,G24,0.0486
hassane kamara,G24,0.0486
michael kayode,G24,0.0486
kingstone mutandwa,G24,0.0486
diego llorente,G24,0.0486
sebastiano luperto,G24,0.0486
charalambos lykogiannis,G24,0.0486
daniel maldini,G24,0.0486
adam marusic,G24,0.0486
mathias olivera,G24,0.0486
yerry mina,G24,0.0486
dan ndoye,G24,0.0486
m'baye niang,G24,0.0486
tijjani noslin,G24,0.0486
pietro pellegri,G24,0.0486
niccolo pierozzi,G24,0.0486
stefan posch,G24,0.0486
matteo prati,G24,0.0486
ricardo rodriguez,G24,0.0486
simone bastoni,G24,0.0486
junior sambia,G24,0.0486
alexis sanchez,G24,0.0486
zanos savva,G24,0.0486
giorgio scalvini,G24,0.0486
eldor shomurodov,G24,0.0486
isaac success,G24,0.0486
karol swiderski,G24,0.0486
el bilal toure,G24,0.0486
johan vasquez,G24,0.0486
mattia viti,G24,0.0486
vitor oliveira,G24,0.0486
shon weissman,G24,0.0486
jordan zemura,G24,0.0486
lautaro martinez,G25,1.0
dusan vlahovic,G25,0.88
ruben loftus-cheek,G25,0.5417
duvan zapata,G25,0.344
mario pasalic,G25,0.34
lorenzo pellegrini,G25,0.325
olivier giroud,G25,0.2962
luca mazzitelli,G25,0.28
marcus thuram,G25,0.275
teun koopmeiners,G25,0.23
mateo retegui,G25,0.23
andrea pinamonti,G25,0.2123
matias soule,G25,0.2079
lucas beltran,G25,0.2062
hakan calhanoglu,G25,0.2
theo hernandez,G25,0.2
andrea colpani,G25,0.1978
joshua zirkzee,G25,0.1978
florian thauvin,G25,0.1977
albert gudmundsson,G25,0.1913
romelu lukaku,G25,0.1913
ciro immobile,G25,0.19
felipe anderson,G25,0.185
kaio jorge,G25,0.185
amir rrahmani,G25,0.1827
nicolas gonzalez,G25,0.1823
luka jovic,G25,0.1779
federico chiesa,G25,0.17
milan djuric,G25,0.17
matteo politano,G25,0.17
davide zappacosta,G25,0.17
domenico berardi,G25,0.1686
gianluca scamacca,G25,0.1678
antonio candreva,G25,0.155
ederson,G25,0.155
cyril ngonge,G25,0.155
ademola lookman,G25,0.1536
victor osimhen,G25,0.15
giacomo bonaventura,G25,0.1386
christian pulisic,G25,0.1386
lewis ferguson,G25,0.1378
andrea belotti,G25,0.1373
lucas martinez quarta,G25,0.1373
riccardo orsolini,G25,0.135
federico dimarco,G25,0.1313
noah okafor,G25,0.1313
jens odgaard,G25,0.1277
nikola krstovic,G25,0.1236
lorenzo lucca,G25,0.1236
giovanni fabbian,G25,0.1228
nicolas viola,G25,0.1228
matteo cancellieri,G25,0.1223
stephan el shaarawy,G25,0.1223
ruslan malinovsky,G25,0.1223
gianluca mancini,G25,0.1223
paulo dybala,G25,0.12
khvicha kvaratskhelia,G25,0.12
davide frattesi,G25,0.1163
lazar samardzic,G25,0.1163
m'bala nzola,G25,0.11
matteo pessina,G25,0.11
zito luvumbo,G25,0.1086
tommaso baldanzi,G25,0.1078
caleb ekuban,G25,0.1078
grigoris kastanos,G25,0.1078
aleksey miranchuk,G25,0.1078
remi oudin,G25,0.1078
roberto piccoli,G25,0.1078
kristian thorstvedt,G25,0.1078
francesco acerbi,G25,0.1073
gianluca gaetano,G25,0.1073
jonathan ikone,G25,0.1073
gleison bremer,G25,0.1013
matteo guendouzi,G25,0.1013
yacine adli,G25,0.095
emil holm,G25,0.095
sandi lovric,G25,0.095
leandro paredes,G25,0.095
andrea petagna,G25,0.095
federico gatti,G25,0.0936
alessandro buongiorno,G25,0.0936
boulaye dia,G25,0.0936
abdou harroui,G25,0.0936
thomas henry,G25,0.0936
luis alberto,G25,0.0936
roberto pereyra,G25,0.0936
adrien rabiot,G25,0.0936
nemanja radonjicc,G25,0.0936
rafael leao,G25,0.0936
giacomo raspadori,G25,0.0936
antonio sanabria,G25,0.0936
fikayo tomori,G25,0.0936
valentin carboni,G25,0.0936
matias vecino,G25,0.0936
mattia zaccagni,G25,0.0936
rolando mandragora,G25,0.0928
samuele ricci,G25,0.0928
tomas suslov,G25,0.0928
alessandro bastoni,G25,0.0923
antonin barak,G25,0.0923
sam beukema,G25,0.0923
lautaro gianetti,G25,0.0923
m'baye niang,G25,0.0923
el bilal toure,G25,0.0923
shon weissman,G25,0.0923
danilo cataldi,G25,0.0863
matteo darmian,G25,0.0863
michael folorunsho,G25,0.0863
agustin martegani,G25,0.0863
uros racic,G25,0.0863
ibrahim sulemana,G25,0.0863
pontus almqvist,G25,0.0786
houssem aouar,G25,0.0786
lameck banda,G25,0.0786
nicolo barella,G25,0.0786
francesco caputo,G25,0.0786
valentin castellanos,G25,0.0786
lorenzo colombo,G25,0.0786
dany mota,G25,0.0786
lorenzo de silvestri,G25,0.0786
alberto dossena,G25,0.0786
radu dragusin,G25,0.0786
denzel dumfries,G25,0.0786
eljif elmas,G25,0.0786
ivan ilic,G25,0.0786
matheus henrique,G25,0.0786
arkadiusz milik,G25,0.0786
henrikh mkhitaryan,G25,0.0786
ilario monterisi,G25,0.0786
luis muriel,G25,0.0786
leonardo pavoletti,G25,0.0786
nehuen perez,G25,0.0786
tijjani reijnders,G25,0.0786
nikola vlasic,G25,0.0786
walace,G25,0.0786
piotr zielinski,G25,0.0786
diego coppola,G25,0.0778
patrick dorgu,G25,0.0778
matteo gabbia,G25,0.0778
dean huijsen,G25,0.0778
alexis saelemaekers,G25,0.0778
cristian volpato,G25,0.0778
charles de ketelaere,G25,0.075
marko arnautovic,G25,0.0636
sardar azmoun,G25,0.0636
jaime baez,G25,0.0636
nedim bajrami,G25,0.0636
mattia bani,G25,0.0636
cristiano biraghi,G25,0.0636
davide biraschi,G25,0.0636
yann aurel bisseck,G25,0.0636
federico bonazzoli,G25,0.0636
josip brekalo,G25,0.0636
marco brescianini,G25,0.0636
jovane cabral,G25,0.0636
luca caldirola,G25,0.0636
andrea cambiaso,G25,0.0636
walid cheddira,G25,0.0636
bryan cristante,G25,0.0636
marvin cuni,G25,0.0636
danilo,G25,0.0636
federico di francesco,G25,0.0636
giovanni di lorenzo,G25,0.0636
ondrej duda,G25,0.0636
alfred duncan,G25,0.0636
martin erlic,G25,0.0636
federico fazio,G25,0.0636
jacopo fazzini,G25,0.0636
roberto gagliardini,G25,0.0636
valentin gendrey,G25,0.0636
emmanuel quartsin gyasi,G25,0.0636
chukwubuikem ikwuemesi,G25,0.0636
samuel iling-junior,G25,0.0636
gustav isaksen,G25,0.0636
christian kabasele,G25,0.0636
daichi kamada,G25,0.0636
sead kolasinac,G25,0.0636
christian kouame,G25,0.0636
viktor kovalenko,G25,0.0636
luca ranieri,G25,0.0636
gianluca lapadula,G25,0.0636
armand lauriente,G25,0.0636
darko lazovic,G25,0.0636
pol lirola,G25,0.0636
manuel locatelli,G25,0.0636
luca pellegrini,G25,0.0636
giulio maggiore,G25,0.0636
mirko maric,G25,0.0636
junior messias,G25,0.0636
fabio miretti,G25,0.0636
nikola moro,G25,0.0636
nahitan nandez,G25,0.0636
gaetano oristanio,G25,0.0636
patric,G25,0.0636
martin payero,G25,0.0636
pedro rodriguez,G25,0.0636
rasmus kristensen,G25,0.0636
hamza rafia,G25,0.0636
ylber ramadani,G25,0.0636
reinier,G25,0.0636
renato sanches,G25,0.0636
simone romagnoli,G25,0.0636
daniele rugani,G25,0.0636
nicola sansone,G25,0.0636
perr schuurs,G25,0.0636
giovanni simeone,G25,0.0636
jan-carlo simic,G25,0.0636
simy,G25,0.0636
riccardo sottil,G25,0.0636
leonardo spinazzola,G25,0.0636
gabriel strefezza,G25,0.0636
loum tchaouna,G25,0.0636
morten thorsby,G25,0.0636
chaka traore,G25,0.0636
kenan yildiz,G25,0.0636
gabriele zappa,G25,0.0636
oier zarraga,G25,0.0636
nadir zortea,G25,0.0636
leo ostigard,G25,0.0636
szymon zurkowski,G25,0.06
andrea carboni,G25,0.0486
tammy abraham,G25,0.0486
alex sandro,G25,0.0486
arthur,G25,0.0486
kristjan asllani,G25,0.0486
tommaso augello,G25,0.0486
milan badelj,G25,0.0486
mitchel bakker,G25,0.0486
raoul bellanova,G25,0.0486
ismael bennacer,G25,0.0486
warren bondo,G25,0.0486
tajon buchanan,G25,0.0486
riccardo calafiori,G25,0.0486
nicolo cambiaghi,G25,0.0486
santiago castro,G25,0.0486
gaetano castrovilli,G25,0.0486
leonardo cerri,G25,0.0486
samuel chukwueze,G25,0.0486
keinan davis,G25,0.0486
stefan de vrij,G25,0.0486
gregoire defrel,G25,0.0486
alessandro deiola,G25,0.0486
oussama el azzouzi,G25,0.0486
gian marco ferrari,G25,0.0486
alessandro florenzi,G25,0.0486
morten frendrup,G25,0.0486
remo freuler,G25,0.0486
jakub jankto,G25,0.0486
juan jesus,G25,0.0486
hassane kamara,G25,0.0486
michael kayode,G25,0.0486
kingstone mutandwa,G25,0.0486
diego llorente,G25,0.0486
sebastiano luperto,G25,0.0486
charalambos lykogiannis,G25,0.0486
daniel maldini,G25,0.0486
adam marusic,G25,0.0486
mathias olivera,G25,0.0486
yerry mina,G25,0.0486
dan ndoye,G25,0.0486
tijjani noslin,G25,0.0486
pietro pellegri,G25,0.0486
niccolo pierozzi,G25,0.0486
stefan posch,G25,0.0486
matteo prati,G25,0.0486
ricardo rodriguez,G25,0.0486
simone bastoni,G25,0.0486
junior sambia,G25,0.0486
alexis sanchez,G25,0.0486
zanos savva,G25,0.0486
giorgio scalvini,G25,0.0486
eldor shomurodov,G25,0.0486
isaac success,G25,0.0486
karol swiderski,G25,0.0486
johan vasquez,G25,0.0486
mattia viti,G25,0.0486
vitor oliveira,G25,0.0486
jordan zemura,G25,0.0486
dusan vlahovic,G26,1.5857
ruben loftus-cheek,G26,0.6314
lautaro martinez,G26,0.5917
paulo dybala,G26,0.581
victor osimhen,G26,0.4929
olivier giroud,G26,0.4105
szymon zurkowski,G26,0.4071
lucas beltran,G26,0.3247
duvan zapata,G26,0.2893
luca mazzitelli,G26,0.275
riccardo orsolini,G26,0.2686
dean huijsen,G26,0.2676
marcus thuram,G26,0.2429
mateo retegui,G26,0.2384
khvicha kvaratskhelia,G26,0.231
joshua zirkzee,G26,0.2262
ciro immobile,G26,0.213
mario pasalic,G26,0.2114
teun koopmeiners,G26,0.2
charles de ketelaere,G26,0.1987
lorenzo pellegrini,G26,0.1987
kaio jorge,G26,0.1956
albert gudmundsson,G26,0.1942
romelu lukaku,G26,0.1942
andrea pinamonti,G26,0.1914
andrea colpani,G26,0.1856
christian pulisic,G26,0.1773
michael folorunsho,G26,0.1686
cyril ngonge,G26,0.163
domenico berardi,G26,0.1628
hakan calhanoglu,G26,0.1628
nicolas gonzalez,G26,0.1628
matias soule,G26,0.1618
jens odgaard,G26,0.1598
gianluca scamacca,G26,0.157
lewis ferguson,G26,0.1492
ademola lookman,G26,0.1486
gianluca gaetano,G26,0.1429
federico dimarco,G26,0.1371
noah okafor,G26,0.1371
giovanni fabbian,G26,0.1349
adrien rabiot,G26,0.1344
giacomo bonaventura,G26,0.1343
federico chiesa,G26,0.1343
milan djuric,G26,0.1343
matteo politano,G26,0.1343
luka jovic,G26,0.1332
m'baye niang,G26,0.1286
davide frattesi,G26,0.1228
lazar samardzic,G26,0.1228
florian thauvin,G26,0.1228
remi oudin,G26,0.1206
roberto piccoli,G26,0.1206
kristian thorstvedt,G26,0.1206
lorenzo colombo,G26,0.1201
dany mota,G26,0.1201
denzel dumfries,G26,0.1201
matteo pessina,G26,0.1201
antonio candreva,G26,0.12
ederson,G26,0.12
nikola krstovic,G26,0.12
lorenzo lucca,G26,0.12
andrea belotti,G26,0.1199
theo hernandez,G26,0.1199
lucas martinez quarta,G26,0.1199
nicolas viola,G26,0.1142
amir rrahmani,G26,0.1085
gleison bremer,G26,0.1085
matteo guendouzi,G26,0.1085
rolando mandragora,G26,0.1063
marko arnautovic,G26,0.1058
sardar azmoun,G26,0.1058
gustav isaksen,G26,0.1058
leandro paredes,G26,0.1058
zito luvumbo,G26,0.1057
matteo cancellieri,G26,0.1056
stephan el shaarawy,G26,0.1056
felipe anderson,G26,0.1056
ruslan malinovsky,G26,0.1056
gianluca mancini,G26,0.1056
tommaso baldanzi,G26,0.0999
caleb ekuban,G26,0.0999
grigoris kastanos,G26,0.0999
aleksey miranchuk,G26,0.0999
danilo cataldi,G26,0.0942
matteo darmian,G26,0.0942
agustin martegani,G26,0.0942
uros racic,G26,0.0942
ibrahim sulemana,G26,0.0942
diego coppola,G26,0.0921
patrick dorgu,G26,0.0921
matteo gabbia,G26,0.0921
alexis saelemaekers,G26,0.0921
cristian volpato,G26,0.0921
mitchel bakker,G26,0.0915
raoul bellanova,G26,0.0915
warren bondo,G26,0.0915
oussama el azzouzi,G26,0.0915
morten frendrup,G26,0.0915
tijjani noslin,G26,0.0915
jordan zemura,G26,0.0915
federico gatti,G26,0.0914
francesco acerbi,G26,0.0914
alessandro buongiorno,G26,0.0914
boulaye dia,G26,0.0914
abdou harroui,G26,0.0914
thomas henry,G26,0.0914
jonathan ikone,G26,0.0914
luis alberto,G26,0.0914
roberto pereyra,G26,0.0914
nemanja radonjicc,G26,0.0914
rafael leao,G26,0.0914
giacomo raspadori,G26,0.0914
antonio sanabria,G26,0.0914
fikayo tomori,G26,0.0914
valentin carboni,G26,0.0914
matias vecino,G26,0.0914
mattia zaccagni,G26,0.0914
davide zappacosta,G26,0.0914
samuele ricci,G26,0.0856
tomas suslov,G26,0.0856
alessandro bastoni,G26,0.0771
pontus almqvist,G26,0.0771
houssem aouar,G26,0.0771
lameck banda,G26,0.0771
antonin barak,G26,0.0771
nicolo barella,G26,0.0771
sam beukema,G26,0.0771
francesco caputo,G26,0.0771
valentin castellanos,G26,0.0771
lorenzo de silvestri,G26,0.0771
alberto dossena,G26,0.0771
radu dragusin,G26,0.0771
eljif elmas,G26,0.0771
lautaro gianetti,G26,0.0771
ivan ilic,G26,0.0771
matheus henrique,G26,0.0771
arkadiusz milik,G26,0.0771
henrikh mkhitaryan,G26,0.0771
ilario monterisi,G26,0.0771
luis muriel,G26,0.0771
m'bala nzola,G26,0.0771
leonardo pavoletti,G26,0.0771
nehuen perez,G26,0.0771
tijjani reijnders,G26,0.0771
el bilal toure,G26,0.0771
nikola vlasic,G26,0.0771
walace,G26,0.0771
shon weissman,G26,0.0771
piotr zielinski,G26,0.0771
yacine adli,G26,0.0628
jaime baez,G26,0.0628
nedim bajrami,G26,0.0628
mattia bani,G26,0.0628
cristiano biraghi,G26,0.0628
davide biraschi,G26,0.0628
yann aurel bisseck,G26,0.0628
federico bonazzoli,G26,0.0628
josip brekalo,G26,0.0628
marco brescianini,G26,0.0628
jovane cabral,G26,0.0628
luca caldirola,G26,0.0628
andrea cambiaso,G26,0.0628
walid cheddira,G26,0.0628
bryan cristante,G26,0.0628
marvin cuni,G26,0.0628
danilo,G26,0.0628
federico di francesco,G26,0.0628
giovanni di lorenzo,G26,0.0628
ondrej duda,G26,0.0628
alfred duncan,G26,0.0628
martin erlic,G26,0.0628
federico fazio,G26,0.0628
jacopo fazzini,G26,0.0628
roberto gagliardini,G26,0.0628
valentin gendrey,G26,0.0628
emmanuel quartsin gyasi,G26,0.0628
emil holm,G26,0.0628
chukwubuikem ikwuemesi,G26,0.0628
samuel iling-junior,G26,0.0628
christian kabasele,G26,0.0628
daichi kamada,G26,0.0628
sead kolasinac,G26,0.0628
christian kouame,G26,0.0628
viktor kovalenko,G26,0.0628
luca ranieri,G26,0.0628
gianluca lapadula,G26,0.0628
armand lauriente,G26,0.0628
darko lazovic,G26,0.0628
pol lirola,G26,0.0628
manuel locatelli,G26,0.0628
sandi lovric,G26,0.0628
luca pellegrini,G26,0.0628
giulio maggiore,G26,0.0628
mirko maric,G26,0.0628
junior messias,G26,0.0628
fabio miretti,G26,0.0628
nikola moro,G26,0.0628
nahitan nandez,G26,0.0628
gaetano oristanio,G26,0.0628
patric,G26,0.0628
martin payero,G26,0.0628
pedro rodriguez,G26,0.0628
andrea petagna,G26,0.0628
rasmus kristensen,G26,0.0628
hamza rafia,G26,0.0628
ylber ramadani,G26,0.0628
reinier,G26,0.0628
renato sanches,G26,0.0628
simone romagnoli,G26,0.0628
daniele rugani,G26,0.0628
nicola sansone,G26,0.0628
perr schuurs,G26,0.0628
giovanni simeone,G26,0.0628
jan-carlo simic,G26,0.0628
simy,G26,0.0628
riccardo sottil,G26,0.0628
leonardo spinazzola,G26,0.0628
gabriel strefezza,G26,0.0628
loum tchaouna,G26,0.0628
morten thorsby,G26,0.0628
chaka traore,G26,0.0628
kenan yildiz,G26,0.0628
gabriele zappa,G26,0.0628
oier zarraga,G26,0.0628
nadir zortea,G26,0.0628
leo ostigard,G26,0.0628
andrea carboni,G26,0.0486
tammy abraham,G26,0.0486
alex sandro,G26,0.0486
arthur,G26,0.0486
kristjan asllani,G26,0.0486
tommaso augello,G26,0.0486
milan badelj,G26,0.0486
ismael bennacer,G26,0.0486
tajon buchanan,G26,0.0486
riccardo calafiori,G26,0.0486
nicolo cambiaghi,G26,0.0486
santiago castro,G26,0.0486
gaetano castrovilli,G26,0.0486
leonardo cerri,G26,0.0486
samuel chukwueze,G26,0.0486
keinan davis,G26,0.0486
stefan de vrij,G26,0.0486
gregoire defrel,G26,0.0486
alessandro deiola,G26,0.0486
gian marco ferrari,G26,0.0486
alessandro florenzi,G26,0.0486
remo freuler,G26,0.0486
jakub jankto,G26,0.0486
juan jesus,G26,0.0486
hassane kamara,G26,0.0486
michael kayode,G26,0.0486
kingstone mutandwa,G26,0.0486
diego llorente,G26,0.0486
sebastiano luperto,G26,0.0486
charalambos lykogiannis,G26,0.0486
daniel maldini,G26,0.0486
adam marusic,G26,0.0486
mathias olivera,G26,0.0486
yerry mina,G26,0.0486
dan ndoye,G26,0.0486
pietro pellegri,G26,0.0486
niccolo pierozzi,G26,0.0486
stefan posch,G26,0.0486
matteo prati,G26,0.0486
ricardo rodriguez,G26,0.0486
simone bastoni,G26,0.0486
junior sambia,G26,0.0486
alexis sanchez,G26,0.0486
zanos savva,G26,0.0486
giorgio scalvini,G26,0.0486
eldor shomurodov,G26,0.0486
isaac success,G26,0.0486
karol swiderski,G26,0.0486
johan vasquez,G26,0.0486
mattia viti,G26,0.0486
vitor oliveira,G26,0.0486
paulo dybala,G27,0.8435
lautaro martinez,G27,0.475
