Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata
luca pellegrini,G38,Lazio,D,5.765148508763369,0.0219,0.0611
aaron caricol,G38,Genoa,D,5.60883295609056,0.0,0.0
paulo azzi,G38,Cagliari,D,5.589455014838396,0.0,0.0
festy ebosele,G38,Udinese,D,5.552815314853555,0.0,0.0
jordan zemura,G38,Udinese,D,5.511032956814196,0.0219,0.0611
josh doig,G38,Sassuolo,D,5.493828332522123,0.0,0.0
alessandro zanoli,G38,Salernitana,D,5.317493567321279,0.0,0.0
kingsley ehizibue,G38,Udinese,D,5.274571731267931,0.0,0.0
emil holm,G38,Atalanta,D,5.2456772126018665,0.0219,0.0611
stefano sabelli,G38,Genoa,D,5.213741826917952,0.0,0.0
giuseppe pezzella,G38,Empoli,D,4.995789291985225,0.0,0.0
yann aurel bisseck,G38,Inter,D,1.2174509156110744,0.0475,0.0736
lorenzo de silvestri,G38,Bologna,D,0.9947941171410276,0.0475,0.0736
brandon soppy,G38,Torino,D,0.9466169151328888,0.0,0.0
alessandro dellavalle,G38,Torino,D,0.9388043958883258,0.0,0.0
david zima,G38,Torino,D,0.9388043958883258,0.0,0.0
wilfried singo,G38,Torino,D,0.9388043958883258,0.0,0.0
brian bayeye,G38,Torino,D,0.9388043958883258,0.0,0.0
perr schuurs,G38,Torino,D,0.914064751613876,0.0219,0.0611
koffi djidji,G38,Torino,D,0.8893251073394265,0.0,0.0
adama soumaoro,G38,Bologna,D,0.8867209342579054,0.0,0.0
mihajlo ilic,G38,Bologna,D,0.8867209342579054,0.0,0.0
daniele rugani,G38,Juventus,D,0.8867209342579054,0.0475,0.0736
alex sandro,G38,Juventus,D,0.8828146746356241,0.0,0.0486
tommaso corazza,G38,Bologna,D,0.8710958957687793,0.0,0.0
saba sazonov,G38,Torino,D,0.8541687707388927,0.0,0.0
mattia de sciglio,G38,Juventus,D,0.8346374726274851,0.0,0.0
tiago djalo,G38,Juventus,D,0.8346374726274851,0.0,0.0
mitchel bakker,G38,Atalanta,D,0.76953314558946,0.0219,0.0611
giovanni bonfanti,G38,Atalanta,D,0.7317726359074052,0.0,0.0
jose luis palomino,G38,Atalanta,D,0.7304705493666446,0.0,0.0
jan-carlo simic,G38,AC Milan,D,0.6861996069807874,0.0219,0.0611
giulio donati,G38,Monza,D,0.6861996069807874,0.0,0.0
dimitrije kamenovic,G38,Lazio,D,0.6783870877362242,0.0,0.0
rick karsdorp,G38,Roma,D,0.6666683088693798,0.0,0.0
matteo gabbia,G38,AC Milan,D,0.6653662223286194,0.0475,0.1028
pierre kalulu,G38,AC Milan,D,0.6367203184318881,0.0,0.0
mattia caldara,G38,AC Milan,D,0.6289077991873252,0.0,0.0
valentin antov,G38,Monza,D,0.626303626105804,0.0,0.0
mario sampirisi,G38,Monza,D,0.626303626105804,0.0,0.0
clinton nsiala-makengo,G38,AC Milan,D,0.626303626105804,0.0,0.0
davide bartesaghi,G38,AC Milan,D,0.626303626105804,0.0,0.0
armando anastasio,G38,Monza,D,0.626303626105804,0.0,0.0
davide bettella,G38,Monza,D,0.626303626105804,0.0,0.0
alejandro jimenez,G38,AC Milan,D,0.6197931934020015,0.0,0.0
rafael toloi,G38,Atalanta,D,0.5937514625867915,0.0,0.0
chris smalling,G38,Roma,D,0.5768243375569049,0.0,0.0
lovro golic,G38,Roma,D,0.5742201644753837,0.0,0.0
mehmet zeki celik,G38,Roma,D,0.5716159913938628,0.0,0.0
angelino,G38,Roma,D,0.5638034721492998,0.0,0.0
tyronne ebuehi,G38,Empoli,D,0.5442721740378921,0.0,0.0
riccardo marchizza,G38,Frosinone,D,0.5234387893857239,0.0,0.0
dean huijsen,G38,Roma,D,0.520834616304203,0.0475,0.0736
ridgeciano haps,G38,Genoa,D,0.4817720200813876,0.0,0.0
davide biraschi,G38,Genoa,D,0.4713553277553036,0.0146,0.0611
luca marianucci,G38,Empoli,D,0.4700532412145431,0.0,0.0
petar stojanovic,G38,Empoli,D,0.4700532412145431,0.0,0.0
saba goglichidze,G38,Empoli,D,0.4700532412145431,0.0,0.0
antonio tikvic,G38,Udinese,D,0.4700532412145431,0.0,0.0
axel guessand,G38,Udinese,D,0.4700532412145431,0.0,0.0
james abankwah,G38,Udinese,D,0.4700532412145431,0.0,0.0
gabriele guarino,G38,Empoli,D,0.4700532412145431,0.0,0.0
enzo ebosse,G38,Udinese,D,0.4700532412145431,0.0,0.0
samuel john nwachukwu,G38,Udinese,D,0.4700532412145431,0.0,0.0
dodo,G38,Fiorentina,D,0.4492198565623751,0.0,0.0
ruben vinagre,G38,Verona,D,0.4427094238585724,0.0,0.0
fabien centonze,G38,Verona,D,0.4388031642362908,0.0,0.0
alan matturro,G38,Genoa,D,0.4192718661248834,0.0,0.0
nicolo calabrese,G38,Verona,D,0.4179697795841228,0.0,0.0
denis cazzadori,G38,Verona,D,0.4179697795841228,0.0,0.0
silvan hefti,G38,Genoa,D,0.4179697795841228,0.0,0.0
federico ceccherini,G38,Verona,D,0.4179697795841228,0.0,0.0
christian dalle mura,G38,Fiorentina,D,0.4179697795841228,0.0,0.0
christian corradi,G38,Verona,D,0.4179697795841228,0.0,0.0
djed spence,G38,Genoa,D,0.4075530872580387,0.0,0.0
christian kabasele,G38,Udinese,D,0.3971363949319547,0.0219,0.0611
giorgio cittadini,G38,Genoa,D,0.3919280487689127,0.0,0.0
pietro comuzzo,G38,Fiorentina,D,0.3919280487689127,0.0,0.0
bruno amione,G38,Verona,D,0.372396750657505,0.0,0.0
kastriot dermaku,G38,Lecce,D,0.3658863179537025,0.0,0.0
mats lemmens,G38,Lecce,D,0.3658863179537025,0.0,0.0
zinedin smajlovic,G38,Lecce,D,0.3658863179537025,0.0,0.0
lautaro gianetti,G38,Udinese,D,0.3606779717906606,0.0219,0.0611
ahmed touba,G38,Lecce,D,0.3398445871384924,0.0,0.0
lorenzo venuti,G38,Lecce,D,0.3320320678939293,0.0,0.0
emanuele valeri,G38,Frosinone,D,0.3307299813531688,0.0,0.0
kevin bonifazi,G38,Frosinone,D,0.3164070294048032,0.0,0.0
sergio kalaj,G38,Frosinone,D,0.3138028563232822,0.0,0.0
przemyslaw szyminski,G38,Frosinone,D,0.3138028563232822,0.0,0.0
anthony oyono,G38,Frosinone,D,0.2838548658857905,0.0,0.0
mateus lusuardi,G38,Frosinone,D,0.2630214812336224,0.0,0.0
elio capradossi,G38,Cagliari,D,0.261719394692862,0.0,0.0
giorgio altare,G38,Cagliari,D,0.261719394692862,0.0,0.0
natan,G38,Napoli,D,0.2617193946928619,0.0,0.0
adam obert,G38,Cagliari,D,0.2539068754482989,0.0,0.0
pantelis hatzidiakos,G38,Cagliari,D,0.2317714042553702,0.0,0.0
alessandro di pardo,G38,Cagliari,D,0.2304693177146098,0.0,0.0
yerry mina,G38,Cagliari,D,0.2291672311738492,0.0475,0.0868
matias vina,G38,Sassuolo,D,0.2018234138178786,0.0,0.0
gerardo fusco,G38,Salernitana,D,0.1888025484102735,0.0,0.0
edoardo goldaniga,G38,Cagliari,D,0.1744795964619079,0.0,0.0
filippo missori,G38,Sassuolo,D,0.1718754233803869,0.0,0.0
kevin miranda,G38,Sassuolo,D,0.1575524714320214,0.0,0.0
mattia viti,G38,Sassuolo,D,0.1341149136983322,0.0,0.0486
jerome boateng,G38,Salernitana,D,0.1119794425054036,0.0,0.0
konstantinos manolas,G38,Salernitana,D,0.1093752694238826,0.0,0.0
dylan bronn,G38,Salernitana,D,0.1054690098016011,0.0,0.0
emanuele elia,G38,Salernitana,D,0.1054690098016011,0.0,0.0
marash kumbulla,G38,Sassuolo,D,0.1054690098016011,0.0,0.0
flavius daniliuc,G38,Salernitana,D,0.0664064135787858,0.0,0.0
marco pellegrino,G38,Salernitana,D,0.0559897212527018,0.0,0.0
triantafyllos pasalidis,G38,Salernitana,D,0.0351563366005336,0.0,0.0
niccolo pierozzi,G38,Salernitana,D,0.0065104327038025,0.0219,0.0753
federico fazio,G38,Salernitana,D,0.0,0.0219,0.0611
alessandro bastoni,G39,Inter,D,10.0,0.0213,0.0611
riccardo calafiori,G39,Bologna,D,9.86333894871479,0.0338,0.305
francesco acerbi,G39,Inter,D,9.84008919094826,0.0749,0.0861
jhon lucumi,G39,Bologna,D,9.72241772662444,0.0,0.0
amir rrahmani,G39,Napoli,D,9.582109297425967,0.0599,0.1003
giovanni di lorenzo,G39,Napoli,D,9.479550247988536,0.0213,0.0611
gleison bremer,G39,Juventus,D,9.422335055170183,0.0749,0.1088
raoul bellanova,G39,Torino,D,9.29246589541238,0.0213,0.0611
benjamin pavard,G39,Inter,D,9.161980795419009,0.0,0.0
danilo,G39,Juventus,D,9.037308864594127,0.0213,0.0611
federico dimarco,G39,Inter,D,9.02296243447714,0.1433,0.1111
stefan de vrij,G39,Inter,D,8.925405224846113,0.0213,0.0611
carlos augusto,G39,Inter,D,8.892410542266768,0.0,0.0
andrea cambiaso,G39,Juventus,D,8.790382683221633,0.0463,0.0736
pablo mari,G39,Monza,D,8.778438869281295,0.0,0.0
theo hernandez,G39,AC Milan,D,8.617644532326231,0.1433,0.1111
sam beukema,G39,Bologna,D,8.608735646061627,0.0213,0.0611
alessio romagnoli,G39,Lazio,D,8.571252914841601,0.0,0.0
diego llorente,G39,Roma,D,8.54083732812151,0.0213,0.0611
berat djimsiti,G39,Atalanta,D,8.511483157677478,0.0,0.0
gianluca mancini,G39,Roma,D,8.507971483578835,0.1073,0.0986
fikayo tomori,G39,AC Milan,D,8.49199394259696,0.1073,0.0986
ricardo rodriguez,G39,Torino,D,8.475810136385581,0.0213,0.0753
stefan posch,G39,Bologna,D,8.350961345151035,0.0213,0.0903
marin pongracic,G39,Lecce,D,8.323678824851514,0.0,0.0
armando izzo,G39,Monza,D,8.306744275643984,0.0,0.0
adam marusic,G39,Lazio,D,8.253466333630493,0.0213,0.0611
patric,G39,Lazio,D,8.192105518088058,0.0463,0.1028
victor kristiansen,G39,Bologna,D,8.183824831470309,0.0,0.0
nicolo casale,G39,Lazio,D,8.158382669627143,0.0,0.0
lucas martinez quarta,G39,Fiorentina,D,8.154400264593122,0.1229,0.1425
sebastiano luperto,G39,Empoli,D,8.13698629118237,0.0213,0.0611
federico gatti,G39,Juventus,D,8.095254772896249,0.0894,0.0986
mario gila,G39,Lazio,D,8.083206081342139,0.0,0.0
alessandro buongiorno,G39,Torino,D,8.048149317558359,0.0749,0.0861
luca caldirola,G39,Monza,D,8.040071088899527,0.0213,0.0611
evan n'dicka,G39,Roma,D,7.998016955194764,0.0,0.0
giorgio scalvini,G39,Atalanta,D,7.94651731312706,0.0213,0.0611
matteo darmian,G39,Inter,D,7.926289056061991,0.0463,0.0736
juan jesus,G39,Napoli,D,7.896534639952048,0.0213,0.0611
alessandro florenzi,G39,AC Milan,D,7.843373746127305,0.0213,0.0838
malick thiaw,G39,AC Milan,D,7.783791103621634,0.0,0.0
luca ranieri,G39,Fiorentina,D,7.760450326706265,0.0463,0.0736
alberto dossena,G39,Cagliari,D,7.719904341717335,0.0347,0.0736
nehuen perez,G39,Udinese,D,7.698919529223019,0.0463,0.0736
federico baschirotto,G39,Lecce,D,7.677065440708275,0.0,0.0
nikola milenkovic,G39,Fiorentina,D,7.646326908606096,0.0,0.0
cristiano biraghi,G39,Fiorentina,D,7.6193473962816975,0.0347,0.0878
isak hien,G39,Atalanta,D,7.594731336010501,0.0,0.0
davide calabria,G39,AC Milan,D,7.580463754467372,0.0,0.0
danilo d'ambrosio,G39,Monza,D,7.561162631244754,0.0,0.0
sebastian walukiewicz,G39,Empoli,D,7.558641888152695,0.0,0.0
valentino lazaro,G39,Torino,D,7.532585258218588,0.0,0.0
leo stigard,G39,Napoli,D,7.53023009332436,0.0,0.0
sead kolasinac,G39,Atalanta,D,7.524615117971723,0.0213,0.0611
andrea carboni,G39,Monza,D,7.4922497391477085,0.0213,0.0611
denzel dumfries,G39,Inter,D,7.454375645893141,0.1073,0.1128
mathias olivera,G39,Napoli,D,7.444070785795101,0.0213,0.0925
michael kayode,G39,Fiorentina,D,7.440304494130499,0.0213,0.0611
mergim vojvoda,G39,Torino,D,7.430012109189082,0.0,0.0
samuele birindelli,G39,Monza,D,7.428967495667219,0.0,0.0
matteo ruggeri,G39,Atalanta,D,7.3791469233828995,0.0,0.0
pawel dawidowicz,G39,Verona,D,7.352442397522099,0.0,0.0
memeh caleb okoli,G39,Frosinone,D,7.312237226705216,0.0,0.0
ardian ismajli,G39,Empoli,D,7.281676608357567,0.0,0.0
koni de winter,G39,Genoa,D,7.265257347842184,0.0,0.0
elseid hysaj,G39,Lazio,D,7.241908296458741,0.0,0.0
johan vasquez,G39,Genoa,D,7.198020340112135,0.0213,0.0611
thomas kristensen,G39,Udinese,D,7.168827623322794,0.0,0.0
simon kjr,G39,AC Milan,D,7.151062264218666,0.0,0.0
giangiacomo magnani,G39,Verona,D,7.1264186773811256,0.0,0.0
matteo lovato,G39,Torino,D,7.10320062148768,0.0,0.0
jaka bijol,G39,Udinese,D,7.025523494026534,0.0,0.0
antonino gallo,G39,Lecce,D,6.977015237149951,0.0,0.0
giorgos kyriakopoulos,G39,Monza,D,6.976558669261159,0.0,0.0
fabiano parisi,G39,Fiorentina,D,6.9553786706947465,0.0,0.0
valentin gendrey,G39,Lecce,D,6.937158063555627,0.0463,0.0736
mario rui,G39,Napoli,D,6.932105815486654,0.0,0.0
ilario monterisi,G39,Frosinone,D,6.912791151071648,0.0463,0.0736
simone romagnoli,G39,Frosinone,D,6.898804254207093,0.0213,0.0611
adam masina,G39,Torino,D,6.883690278339764,0.0,0.0
hassane kamara,G39,Udinese,D,6.871374291008642,0.0213,0.0611
radu dragusin,G39,Genoa,D,6.867182714528568,0.0463,0.0736
domagoj bradaric,G39,Salernitana,D,6.857367634409743,0.0,0.0
martin erlic,G39,Sassuolo,D,6.787276709338567,0.0213,0.0611
joao ferreira,G39,Udinese,D,6.761606872714297,0.0,0.0
tommaso augello,G39,Cagliari,D,6.746085950384821,0.0213,0.0611
leonardo spinazzola,G39,Roma,D,6.736114353372167,0.0213,0.0611
bartosz bereszynski,G39,Empoli,D,6.639543214132272,0.0,0.0
pedro pereira,G39,Monza,D,6.607693377818447,0.0,0.0
gian marco ferrari,G39,Sassuolo,D,6.584827075654534,0.0213,0.0611
diego coppola,G39,Verona,D,6.583032480590638,0.0463,0.0736
mattia bani,G39,Genoa,D,6.548788962495147,0.0463,0.0736
gabriele zappa,G39,Cagliari,D,6.522191801664897,0.0213,0.0611
jeremy toljan,G39,Sassuolo,D,6.520620198439282,0.0,0.0
ruan tressoldi,G39,Sassuolo,D,6.502189011163993,0.0,0.0
pol lirola,G39,Frosinone,D,6.493775590402681,0.0463,0.0736
rasmus kristensen,G39,Roma,D,6.474366201095471,0.0213,0.0611
lorenzo pirola,G39,Salernitana,D,6.442527228193719,0.0,0.0
juan cabal,G39,Verona,D,6.364828627726462,0.0,0.0
nadir zortea,G39,Frosinone,D,6.350066139079727,0.0347,0.105
patrick dorgu,G39,Lecce,D,6.347285600533715,0.0463,0.0736
liberato cacace,G39,Empoli,D,6.343392399849546,0.0,0.0
charalambos lykogiannis,G39,Bologna,D,6.339405603763447,0.0213,0.0611
marcus holmgren pedersen,G39,Sassuolo,D,6.129507286303051,0.0,0.0
pasquale mazzocchi,G39,Napoli,D,6.125828168443989,0.0,0.0
mateusz wieteska,G39,Cagliari,D,6.115944900108951,0.0,0.0
hans hateboer,G39,Atalanta,D,6.068035780713746,0.0,0.0
alessandro vogliacco,G39,Genoa,D,5.9390049184846925,0.0,0.0
filippo terracciano,G39,AC Milan,D,5.935084064325161,0.0,0.0
marco davide faraoni,G39,Verona,D,5.908289065024308,0.0,0.0
norbert gyomber,G39,Salernitana,D,5.880740505347071,0.0,0.0
luca pellegrini,G39,Lazio,D,5.765148508763369,0.0213,0.0611
aaron caricol,G39,Genoa,D,5.60883295609056,0.0,0.0
paulo azzi,G39,Cagliari,D,5.589455014838396,0.0,0.0
festy ebosele,G39,Udinese,D,5.552815314853555,0.0,0.0
jordan zemura,G39,Udinese,D,5.511032956814196,0.0213,0.0611
josh doig,G39,Sassuolo,D,5.493828332522123,0.0,0.0
alessandro zanoli,G39,Salernitana,D,5.317493567321279,0.0,0.0
kingsley ehizibue,G39,Udinese,D,5.274571731267931,0.0,0.0
emil holm,G39,Atalanta,D,5.2456772126018665,0.0213,0.0611
stefano sabelli,G39,Genoa,D,5.213741826917952,0.0,0.0
giuseppe pezzella,G39,Empoli,D,4.995789291985225,0.0,0.0
yann aurel bisseck,G39,Inter,D,1.2174509156110744,0.0463,0.0736
lorenzo de silvestri,G39,Bologna,D,0.9947941171410276,0.0463,0.0736
brandon soppy,G39,Torino,D,0.9466169151328888,0.0,0.0
alessandro dellavalle,G39,Torino,D,0.9388043958883258,0.0,0.0
david zima,G39,Torino,D,0.9388043958883258,0.0,0.0
wilfried singo,G39,Torino,D,0.9388043958883258,0.0,0.0
brian bayeye,G39,Torino,D,0.9388043958883258,0.0,0.0
perr schuurs,G39,Torino,D,0.914064751613876,0.0213,0.0611
koffi djidji,G39,Torino,D,0.8893251073394265,0.0,0.0
adama soumaoro,G39,Bologna,D,0.8867209342579054,0.0,0.0
mihajlo ilic,G39,Bologna,D,0.8867209342579054,0.0,0.0
daniele rugani,G39,Juventus,D,0.8867209342579054,0.0463,0.0736
alex sandro,G39,Juventus,D,0.8828146746356241,0.1109,0.0898
tommaso corazza,G39,Bologna,D,0.8710958957687793,0.0,0.0
saba sazonov,G39,Torino,D,0.8541687707388927,0.0,0.0
mattia de sciglio,G39,Juventus,D,0.8346374726274851,0.0,0.0
tiago djalo,G39,Juventus,D,0.8346374726274851,0.0,0.0
mitchel bakker,G39,Atalanta,D,0.76953314558946,0.0213,0.0611
giovanni bonfanti,G39,Atalanta,D,0.7317726359074052,0.0,0.0
jose luis palomino,G39,Atalanta,D,0.7304705493666446,0.0,0.0
jan-carlo simic,G39,AC Milan,D,0.6861996069807874,0.0213,0.0611
giulio donati,G39,Monza,D,0.6861996069807874,0.0,0.0
dimitrije kamenovic,G39,Lazio,D,0.6783870877362242,0.0,0.0
rick karsdorp,G39,Roma,D,0.6666683088693798,0.0,0.0
matteo gabbia,G39,AC Milan,D,0.6653662223286194,0.0463,0.0963
pierre kalulu,G39,AC Milan,D,0.6367203184318881,0.0,0.0
mattia caldara,G39,AC Milan,D,0.6289077991873252,0.0,0.0
valentin antov,G39,Monza,D,0.626303626105804,0.0,0.0
mario sampirisi,G39,Monza,D,0.626303626105804,0.0,0.0
clinton nsiala-makengo,G39,AC Milan,D,0.626303626105804,0.0,0.0
davide bartesaghi,G39,AC Milan,D,0.626303626105804,0.0,0.0
armando anastasio,G39,Monza,D,0.626303626105804,0.0,0.0
davide bettella,G39,Monza,D,0.626303626105804,0.0,0.0
alejandro jimenez,G39,AC Milan,D,0.6197931934020015,0.0,0.0
rafael toloi,G39,Atalanta,D,0.5937514625867915,0.0,0.0
chris smalling,G39,Roma,D,0.5768243375569049,0.0,0.0
lovro golic,G39,Roma,D,0.5742201644753837,0.0,0.0
mehmet zeki celik,G39,Roma,D,0.5716159913938628,0.0,0.0
angelino,G39,Roma,D,0.5638034721492998,0.0,0.0
tyronne ebuehi,G39,Empoli,D,0.5442721740378921,0.0,0.0
riccardo marchizza,G39,Frosinone,D,0.5234387893857239,0.0,0.0
dean huijsen,G39,Roma,D,0.520834616304203,0.0463,0.0736
ridgeciano haps,G39,Genoa,D,0.4817720200813876,0.0,0.0
davide biraschi,G39,Genoa,D,0.4713553277553036,0.0142,0.0611
luca marianucci,G39,Empoli,D,0.4700532412145431,0.0,0.0
petar stojanovic,G39,Empoli,D,0.4700532412145431,0.0,0.0
saba goglichidze,G39,Empoli,D,0.4700532412145431,0.0,0.0
antonio tikvic,G39,Udinese,D,0.4700532412145431,0.0,0.0
axel guessand,G39,Udinese,D,0.4700532412145431,0.0,0.0
james abankwah,G39,Udinese,D,0.4700532412145431,0.0,0.0
gabriele guarino,G39,Empoli,D,0.4700532412145431,0.0,0.0
enzo ebosse,G39,Udinese,D,0.4700532412145431,0.0,0.0
samuel john nwachukwu,G39,Udinese,D,0.4700532412145431,0.0,0.0
dodo,G39,Fiorentina,D,0.4492198565623751,0.0,0.0
ruben vinagre,G39,Verona,D,0.4427094238585724,0.0,0.0
fabien centonze,G39,Verona,D,0.4388031642362908,0.0,0.0
alan matturro,G39,Genoa,D,0.4192718661248834,0.0,0.0
nicolo calabrese,G39,Verona,D,0.4179697795841228,0.0,0.0
denis cazzadori,G39,Verona,D,0.4179697795841228,0.0,0.0
silvan hefti,G39,Genoa,D,0.4179697795841228,0.0,0.0
federico ceccherini,G39,Verona,D,0.4179697795841228,0.0,0.0
christian dalle mura,G39,Fiorentina,D,0.4179697795841228,0.0,0.0
christian corradi,G39,Verona,D,0.4179697795841228,0.0,0.0
djed spence,G39,Genoa,D,0.4075530872580387,0.0,0.0
christian kabasele,G39,Udinese,D,0.3971363949319547,0.0213,0.0611
giorgio cittadini,G39,Genoa,D,0.3919280487689127,0.0,0.0
pietro comuzzo,G39,Fiorentina,D,0.3919280487689127,0.0,0.0
bruno amione,G39,Verona,D,0.372396750657505,0.0,0.0
kastriot dermaku,G39,Lecce,D,0.3658863179537025,0.0,0.0
mats lemmens,G39,Lecce,D,0.3658863179537025,0.0,0.0
zinedin smajlovic,G39,Lecce,D,0.3658863179537025,0.0,0.0
lautaro gianetti,G39,Udinese,D,0.3606779717906606,0.0213,0.0611
ahmed touba,G39,Lecce,D,0.3398445871384924,0.0,0.0
lorenzo venuti,G39,Lecce,D,0.3320320678939293,0.0,0.0
emanuele valeri,G39,Frosinone,D,0.3307299813531688,0.0,0.0
kevin bonifazi,G39,Frosinone,D,0.3164070294048032,0.0,0.0
sergio kalaj,G39,Frosinone,D,0.3138028563232822,0.0,0.0
przemyslaw szyminski,G39,Frosinone,D,0.3138028563232822,0.0,0.0
anthony oyono,G39,Frosinone,D,0.2838548658857905,0.0,0.0
mateus lusuardi,G39,Frosinone,D,0.2630214812336224,0.0,0.0
elio capradossi,G39,Cagliari,D,0.261719394692862,0.0,0.0
giorgio altare,G39,Cagliari,D,0.261719394692862,0.0,0.0
natan,G39,Napoli,D,0.2617193946928619,0.0,0.0
adam obert,G39,Cagliari,D,0.2539068754482989,0.0,0.0
pantelis hatzidiakos,G39,Cagliari,D,0.2317714042553702,0.0,0.0
alessandro di pardo,G39,Cagliari,D,0.2304693177146098,0.0,0.0
yerry mina,G39,Cagliari,D,0.2291672311738492,0.0463,0.0963
matias vina,G39,Sassuolo,D,0.2018234138178786,0.0,0.0
gerardo fusco,G39,Salernitana,D,0.1888025484102735,0.0,0.0
edoardo goldaniga,G39,Cagliari,D,0.1744795964619079,0.0,0.0
filippo missori,G39,Sassuolo,D,0.1718754233803869,0.0,0.0
kevin miranda,G39,Sassuolo,D,0.1575524714320214,0.0,0.0
mattia viti,G39,Sassuolo,D,0.1341149136983322,0.1109,0.0898
jerome boateng,G39,Salernitana,D,0.1119794425054036,0.0,0.0
konstantinos manolas,G39,Salernitana,D,0.1093752694238826,0.0,0.0
dylan bronn,G39,Salernitana,D,0.1054690098016011,0.0,0.0
emanuele elia,G39,Salernitana,D,0.1054690098016011,0.0,0.0
marash kumbulla,G39,Sassuolo,D,0.1054690098016011,0.0,0.0
flavius daniliuc,G39,Salernitana,D,0.0664064135787858,0.0,0.0
marco pellegrino,G39,Salernitana,D,0.0559897212527018,0.0,0.0
triantafyllos pasalidis,G39,Salernitana,D,0.0351563366005336,0.0,0.0
niccolo pierozzi,G39,Salernitana,D,0.0065104327038025,0.0213,0.0903
federico fazio,G39,Salernitana,D,0.0,0.0213,0.0611
hakan calhanoglu,G4,Inter,C,10.0,0.1109,0.2886
teun koopmeiners,G4,Atalanta,C,8.678701709568648,0.0,0.0556
luis alberto,G4,Lazio,C,8.240300382518294,0.1109,0.2886
antonio candreva,G4,Salernitana,C,7.790139201923737,0.1758,0.12
matteo pessina,G4,Monza,C,7.662182403895132,0.0,0.0556
andrea colpani,G4,Monza,C,7.61769439252209,0.2637,0.3533
arthur,G4,Fiorentina,C,7.412418368645463,0.0,0.0556
lazar samardzic,G4,Udinese,C,7.407761092758207,0.1664,0.1119
tijjani reijnders,G4,AC Milan,C,7.374313759986805,0.0,0.0556
mario pasalic,G4,Atalanta,C,7.367436611029462,0.0,0.0556
giacomo bonaventura,G4,Fiorentina,C,7.352489920977727,0.1109,0.1767
nicolo barella,G4,Inter,C,7.30139511463939,0.0,0.0556
ivan ilic,G4,Torino,C,7.26598725773892,0.0,0.0556
henrikh mkhitaryan,G4,Inter,C,7.13269955127861,0.0,0.0556
piotr zielinski,G4,Napoli,C,7.109329410033326,0.1109,0.2886
felipe anderson,G4,Lazio,C,7.096368092898793,0.0,0.0556
lewis ferguson,G4,Bologna,C,7.006488504037295,0.1664,0.1119
lorenzo pellegrini,G4,Roma,C,6.794004829979079,0.0,0.0556
adrien rabiot,G4,Juventus,C,6.522715758283561,0.1109,0.1767
leandro paredes,G4,Roma,C,6.499368223675822,0.0,0.0556
andre-frank zambo anguissa,G4,Napoli,C,6.45236427250458,0.0,0.0
yacine adli,G4,AC Milan,C,6.420345786191055,0.0,0.0556
bryan cristante,G4,Roma,C,6.310263186350888,0.0,0.0556
ondrej duda,G4,Verona,C,6.210522907200916,0.1664,0.1119
alfred duncan,G4,Fiorentina,C,6.12211604101011,0.1664,0.1119
remi oudin,G4,Lecce,C,6.116096360374965,0.0,0.0556
weston mckennie,G4,Juventus,C,6.097838219611646,0.0,0.0
stanislav lobotka,G4,Napoli,C,6.096000622931142,0.0,0.0
mattia zaccagni,G4,Lazio,C,6.070135070936132,0.0,0.0556
ederson,G4,Atalanta,C,6.047737755632112,0.1109,0.2886
manuel locatelli,G4,Juventus,C,5.967907033146688,0.0,0.0556
kristian thorstvedt,G4,Sassuolo,C,5.888013530444892,0.0,0.0556
ruben loftus-cheek,G4,AC Milan,C,5.879509444111052,0.0,0.0556
matheus henrique,G4,Sassuolo,C,5.833697267971192,0.0,0.0556
daichi kamada,G4,Lazio,C,5.799796794509621,0.1109,0.2886
remo freuler,G4,Bologna,C,5.781805983920597,0.0,0.0556
sandi lovric,G4,Udinese,C,5.777792164110744,0.0,0.0556
roberto gagliardini,G4,Monza,C,5.703664855606901,0.0,0.0556
ismael bennacer,G4,AC Milan,C,5.675288074386936,0.0,0.0556
filip kostic,G4,Juventus,C,5.556861424282179,0.0,0.0
matteo guendouzi,G4,Lazio,C,5.549007973021652,0.0,0.0556
nicolas viola,G4,Cagliari,C,5.512699491542781,0.0,0.0556
marco brescianini,G4,Frosinone,C,5.463870326944722,0.0,0.0556
